"Species","Density","Source"
"Ninox squamipila",1.00579827919904,"Santini et al. (2023, GEB)"
"Oreonympha nobilis",1.63870879247846,"Santini et al. (2023, GEB)"
"Colaptes melanochloros",0.37804579487163,"Santini et al. (2023, GEB)"
"Himantopus leucocephalus",0.333209955737626,"Santini et al. (2023, GEB)"
"Cyanoramphus novaezelandiae",0.891365322384243,"Santini et al. (2023, GEB)"
"Batrachostomus javensis",1.14712261273423,"Santini et al. (2023, GEB)"
"Campylopterus curvipennis",1.40991434075768,"Santini et al. (2023, GEB)"
"Ramphastos ambiguus",0.655033304104137,"Santini et al. (2023, GEB)"
"Buteo oreophilus",0.356502220492623,"Santini et al. (2023, GEB)"
"Ptilinopus fischeri",1.18576764058874,"Santini et al. (2023, GEB)"
"Ptilinopus ornatus",1.05126394459053,"Santini et al. (2023, GEB)"
"Ptilinopus porphyraceus",7.90737582303665,"Santini et al. (2023, GEB)"
"Ptilinopus solomonensis",1.17446249546456,"Santini et al. (2023, GEB)"
"Ducula myristicivora",0.739313382159604,"Santini et al. (2023, GEB)"
"Cuculus sparverioides",0.314345710228163,"Santini et al. (2023, GEB)"
"Cuculus fugax",0.69855195762404,"Santini et al. (2023, GEB)"
"Pteroglossus bitorquatus",0.224721095210952,"Santini et al. (2023, GEB)"
"Coccyzus merlini",0.747011854631863,"Santini et al. (2023, GEB)"
"Butorides striata",0.27097248256691,"Santini et al. (2023, GEB)"
"Cyrtonyx montezumae",1.27690932716046,"Santini et al. (2023, GEB)"
"Francolinus shelleyi",1.19991321407526,"Santini et al. (2023, GEB)"
"Francolinus castaneicollis",0.891553719266489,"Santini et al. (2023, GEB)"
"Rhizothera longirostris",1.01542203152995,"Santini et al. (2023, GEB)"
"Geotrygon saphirina",0.859277522787401,"Santini et al. (2023, GEB)"
"Patagioenas maculosa",1.11750081728811,"Santini et al. (2023, GEB)"
"Amazona autumnalis",0.736656964721229,"Santini et al. (2023, GEB)"
"Hemignathus flavus",3.16271685208664,"Santini et al. (2023, GEB)"
"Anas chlorotis",0.719844408009769,"Santini et al. (2023, GEB)"
"Circus maillardi",0.747046286148532,"Santini et al. (2023, GEB)"
"Eunymphicus uvaeensis",1.6360001628291,"Santini et al. (2023, GEB)"
"Zoothera turipavae",1.58504081222669,"Santini et al. (2023, GEB)"
"Phyllomyias urichi",0.980143648512794,"Santini et al. (2023, GEB)"
"Acrocephalus tangorum",1.12937266914931,"Santini et al. (2023, GEB)"
"Ammodramus nelsoni",1.71365379584049,"Santini et al. (2023, GEB)"
"Antilophia bokermanni",0.461143253411288,"Santini et al. (2023, GEB)"
"Apalis flavigularis",1.82208236141564,"Santini et al. (2023, GEB)"
"Arremon franciscanus",0.891088414723514,"Santini et al. (2023, GEB)"
"Cacatua ophthalmica",1.07311383192426,"Santini et al. (2023, GEB)"
"Otus alius",1.33264981006807,"Santini et al. (2023, GEB)"
"Hylopezus auricularis",0.814947413972253,"Santini et al. (2023, GEB)"
"Aegotheles tatei",1.34008637462633,"Santini et al. (2023, GEB)"
"Scytalopus iraiensis",1.06865926193798,"Santini et al. (2023, GEB)"
"Catharus bicknelli",1.38265692375747,"Santini et al. (2023, GEB)"
"Centrocercus minimus",0.691479179508316,"Santini et al. (2023, GEB)"
"Chondrohierax wilsonii",0.547858771569017,"Santini et al. (2023, GEB)"
"Chthonicola sagittatus",1.86622812565487,"Santini et al. (2023, GEB)"
"Collocalia nuditarsus",1.10307870987278,"Santini et al. (2023, GEB)"
"Megapodius geelvinkianus",0.894636843715868,"Santini et al. (2023, GEB)"
"Incana incana",1.3511015487699,"Santini et al. (2023, GEB)"
"Lagonosticta sanguinodorsalis",0.981591235055043,"Santini et al. (2023, GEB)"
"Vidua maryae",0.553916113728158,"Santini et al. (2023, GEB)"
"Atlapetes forbesi",1.59440475704066,"Santini et al. (2023, GEB)"
"Atlapetes terborghi",1.62143208421909,"Santini et al. (2023, GEB)"
"Atlapetes canigenis",1.57323993252125,"Santini et al. (2023, GEB)"
"Collocalia bartschi",0.448975638245062,"Santini et al. (2023, GEB)"
"Garrulax ngoclinhensis",1.37148216428385,"Santini et al. (2023, GEB)"
"Padda fuscata",1.61535052519795,"Santini et al. (2023, GEB)"
"Otus siaoensis",1.02133133404185,"Santini et al. (2023, GEB)"
"Zosterops nehrkorni",1.60125299340692,"Santini et al. (2023, GEB)"
"Ninox ios",1.14087083173779,"Santini et al. (2023, GEB)"
"Gymnocrex talaudensis",1.16313248891331,"Santini et al. (2023, GEB)"
"Esacus giganteus",0.704520706028756,"Santini et al. (2023, GEB)"
"Phylloscopus sindianus",0.915227875078521,"Santini et al. (2023, GEB)"
"Loxia leucoptera",1.41026048171915,"Santini et al. (2023, GEB)"
"Colinus virginianus",1.32998456154963,"Santini et al. (2023, GEB)"
"Geotrygon lawrencii",1.15101399421891,"Santini et al. (2023, GEB)"
"Otus sunia",0.304952071376414,"Santini et al. (2023, GEB)"
"Leucosticte australis",1.66536779176102,"Santini et al. (2023, GEB)"
"Glaucidium costaricanum",1.25322029268523,"Santini et al. (2023, GEB)"
"Glaucidium griseiceps",1.04022707953091,"Santini et al. (2023, GEB)"
"Glaucidium palmarum",0.844950139284664,"Santini et al. (2023, GEB)"
"Anthracothorax veraguensis",1.65849471378342,"Santini et al. (2023, GEB)"
"Chlorostilbon auriceps",1.60041934365863,"Santini et al. (2023, GEB)"
"Lampornis calolaemus",1.65967223828499,"Santini et al. (2023, GEB)"
"Picoides arizonae",1.17352452287772,"Santini et al. (2023, GEB)"
"Xiphorhynchus susurrans",0.942266785926368,"Santini et al. (2023, GEB)"
"Thamnophilus atrinucha",1.11952081597479,"Santini et al. (2023, GEB)"
"Myrmotherula pacifica",1.25700104625398,"Santini et al. (2023, GEB)"
"Hylopezus dives",1.27230352855383,"Santini et al. (2023, GEB)"
"Scytalopus chocoensis",1.37063444251871,"Santini et al. (2023, GEB)"
"Ramphocelus costaricensis",1.77097663749117,"Santini et al. (2023, GEB)"
"Spindalis nigricephala",1.40374344839803,"Santini et al. (2023, GEB)"
"Spindalis dominicensis",1.16623567644699,"Santini et al. (2023, GEB)"
"Spindalis portoricensis",1.20564543785035,"Santini et al. (2023, GEB)"
"Oryzoborus funereus",1.76932389998357,"Santini et al. (2023, GEB)"
"Agelaius assimilis",1.45162731886188,"Santini et al. (2023, GEB)"
"Icterus bullockii",1.28822769034449,"Santini et al. (2023, GEB)"
"Icterus abeillei",1.15142566444708,"Santini et al. (2023, GEB)"
"Lonchura atricapilla",1.81073970114625,"Santini et al. (2023, GEB)"
"Baeolophus ridgwayi",1.6687009332839,"Santini et al. (2023, GEB)"
"Aratinga rubritorquis",0.972195624601915,"Santini et al. (2023, GEB)"
"Glaucidium parkeri",0.993350903640538,"Santini et al. (2023, GEB)"
"Nyctibius bracteatus",0.518047701090928,"Santini et al. (2023, GEB)"
"Chordeiles rupestris",0.649974870455587,"Santini et al. (2023, GEB)"
"Caprimulgus ekmani",0.655513533419607,"Santini et al. (2023, GEB)"
"Heliangelus micraster",1.65990005885413,"Santini et al. (2023, GEB)"
"Momotus aequatorialis",0.975445054888283,"Santini et al. (2023, GEB)"
"Cranioleuca baroni",1.4501937133607,"Santini et al. (2023, GEB)"
"Phacellodomus maculipectus",1.23943492395771,"Santini et al. (2023, GEB)"
"Herpsilochmus dugandi",1.23641995611805,"Santini et al. (2023, GEB)"
"Cercomacra laeta",0.539419976639783,"Santini et al. (2023, GEB)"
"Scytalopus atratus",1.32737123893733,"Santini et al. (2023, GEB)"
"Scytalopus bolivianus",1.22495044280443,"Santini et al. (2023, GEB)"
"Scytalopus sanctaemartae",1.23988906795386,"Santini et al. (2023, GEB)"
"Scytalopus caracae",1.12390916977664,"Santini et al. (2023, GEB)"
"Scytalopus spillmanni",1.30462315199042,"Santini et al. (2023, GEB)"
"Scytalopus acutirostris",1.49030243095332,"Santini et al. (2023, GEB)"
"Scytalopus fuscus",1.15761734486891,"Santini et al. (2023, GEB)"
"Scytalopus griseicollis",1.2454923463141,"Santini et al. (2023, GEB)"
"Scytalopus simonsi",1.32462271392556,"Santini et al. (2023, GEB)"
"Scytalopus parvirostris",1.34329964941286,"Santini et al. (2023, GEB)"
"Rhynchocyclus pacificus",1.3946169234886,"Santini et al. (2023, GEB)"
"Onychorhynchus mexicanus",1.12493947788927,"Santini et al. (2023, GEB)"
"Doliornis sclateri",1.427231996561,"Santini et al. (2023, GEB)"
"Arremon semitorquatus",1.09127413652753,"Santini et al. (2023, GEB)"
"Sturnella militaris",0.992375679211031,"Santini et al. (2023, GEB)"
"Thamnomanes saturninus",0.751919918811836,"Santini et al. (2023, GEB)"
"Prinia hypoxantha",1.54148467757923,"Santini et al. (2023, GEB)"
"Tylas eduardi",1.488838568204,"Santini et al. (2023, GEB)"
"Dendroica subita",1.2573141743813,"Santini et al. (2023, GEB)"
"Dendroica delicata",1.19973332776934,"Santini et al. (2023, GEB)"
"Suiriri islerorum",0.60097503955961,"Santini et al. (2023, GEB)"
"Myiopagis olallai",1.41635550578388,"Santini et al. (2023, GEB)"
"Zimmerius villarejoi",1.45255831114681,"Santini et al. (2023, GEB)"
"Lipaugus weberi",0.975158510571465,"Santini et al. (2023, GEB)"
"Spilornis klossi",0.558184534975761,"Santini et al. (2023, GEB)"
"Capito wallacei",1.18473687291765,"Santini et al. (2023, GEB)"
"Herpsilochmus pileatus",1.06553373281053,"Santini et al. (2023, GEB)"
"Garrulax konkakinhensis",1.23007167414667,"Santini et al. (2023, GEB)"
"Motacilla samveasnae",1.12674949553187,"Santini et al. (2023, GEB)"
"Phylloscopus humei",0.810614547120501,"Santini et al. (2023, GEB)"
"Phylloscopus ibericus",1.22460110581089,"Santini et al. (2023, GEB)"
"Phylloscopus canariensis",1.32077215608631,"Santini et al. (2023, GEB)"
"Carduelis corsicana",1.13888702800199,"Santini et al. (2023, GEB)"
"Acrocephalus orinus",1.15542068072756,"Santini et al. (2023, GEB)"
"Poecilotriccus luluae",1.50397739386423,"Santini et al. (2023, GEB)"
"Crypturellus erythropus",0.443134950521235,"Santini et al. (2023, GEB)"
"Egretta gularis",0.326663333427191,"Santini et al. (2023, GEB)"
"Aquila hastata",0.229727047624391,"Santini et al. (2023, GEB)"
"Arborophila sumatrana",1.37984323799771,"Santini et al. (2023, GEB)"
"Scolopax rosenbergii",0.982243318765372,"Santini et al. (2023, GEB)"
"Scolopax bukidnonensis",0.512575279972597,"Santini et al. (2023, GEB)"
"Geotrygon caniceps",0.752991611798152,"Santini et al. (2023, GEB)"
"Pyrilia aurantiocephala",0.254875299442857,"Santini et al. (2023, GEB)"
"Ninox sumbaensis",1.09860096044794,"Santini et al. (2023, GEB)"
"Caprimulgus pectoralis",1.2740363905051,"Santini et al. (2023, GEB)"
"Caprimulgus poliocephalus",0.985718070997755,"Santini et al. (2023, GEB)"
"Chaetura fumosa",1.40495789382337,"Santini et al. (2023, GEB)"
"Phaethornis striigularis",1.43178937932588,"Santini et al. (2023, GEB)"
"Amazilia tzacatl",1.39898467123265,"Santini et al. (2023, GEB)"
"Apalharpactes mackloti",1.24813654489095,"Santini et al. (2023, GEB)"
"Campethera bennettii",1.25426533147979,"Santini et al. (2023, GEB)"
"Dendropicos gabonensis",0.904516851210821,"Santini et al. (2023, GEB)"
"Mesopicos goertae",0.678022056710332,"Santini et al. (2023, GEB)"
"Pyriglena leuconota",0.612665628627424,"Santini et al. (2023, GEB)"
"Percnostola arenarum",1.10330016674395,"Santini et al. (2023, GEB)"
"Gymnopithys leucaspis",0.996110762447877,"Santini et al. (2023, GEB)"
"Scytalopus latrans",1.75431333060604,"Santini et al. (2023, GEB)"
"Scytalopus magellanicus",1.55112720201734,"Santini et al. (2023, GEB)"
"Mirafra africana",1.40223572541411,"Santini et al. (2023, GEB)"
"Certhilauda semitorquata",1.39590279634352,"Santini et al. (2023, GEB)"
"Phyllastrephus flavostriatus",1.49350833637015,"Santini et al. (2023, GEB)"
"Lanius collaris",0.839368703532238,"Santini et al. (2023, GEB)"
"Telophorus multicolor",0.743161098149974,"Santini et al. (2023, GEB)"
"Monticola erythronotus",1.76213412186114,"Santini et al. (2023, GEB)"
"Zoothera tanganjicae",1.4809397873184,"Santini et al. (2023, GEB)"
"Alethe diademata",0.597883676073985,"Santini et al. (2023, GEB)"
"Cisticola chubbi",1.77938554682362,"Santini et al. (2023, GEB)"
"Apalis cinerea",1.64485720622485,"Santini et al. (2023, GEB)"
"Eremomela pusilla",0.965234858094748,"Santini et al. (2023, GEB)"
"Abroscopus superciliaris",1.40623897637712,"Santini et al. (2023, GEB)"
"Acanthiza apicalis",2.03433648727492,"Santini et al. (2023, GEB)"
"Batis capensis",1.26080226104447,"Santini et al. (2023, GEB)"
"Terpsiphone smithii",1.02881253757755,"Santini et al. (2023, GEB)"
"Anthoscopus caroli",1.66495676873855,"Santini et al. (2023, GEB)"
"Certhia tianquanensis",0.983166792481189,"Santini et al. (2023, GEB)"
"Dicaeum australe",1.28916707343638,"Santini et al. (2023, GEB)"
"Calyptophilus frugivorus",1.24515530526923,"Santini et al. (2023, GEB)"
"Cacicus chrysonotus",1.30066129251435,"Santini et al. (2023, GEB)"
"Serinus atrogularis",2.25569669177794,"Santini et al. (2023, GEB)"
"Serinus striolatus",1.43359168314124,"Santini et al. (2023, GEB)"
"Lagonosticta rubricata",1.50418360396697,"Santini et al. (2023, GEB)"
"Corvus palmarum",0.772743369232302,"Santini et al. (2023, GEB)"
"Saltator striatipectus",1.33645062029401,"Santini et al. (2023, GEB)"
"Icterus prosthemelas",1.3714912503516,"Santini et al. (2023, GEB)"
"Celeus obrieni",0.206479586058044,"Santini et al. (2023, GEB)"
"Myrmotherula ignota",1.14884753596852,"Santini et al. (2023, GEB)"
"Myiobius sulphureipygius",1.21977907369862,"Santini et al. (2023, GEB)"
"Progne elegans",1.3036630634932,"Santini et al. (2023, GEB)"
"Progne murphyi",1.32891069851886,"Santini et al. (2023, GEB)"
"Threskiornis bernieri",0.342182787269803,"Santini et al. (2023, GEB)"
"Arborophila chloropus",0.969950301512076,"Santini et al. (2023, GEB)"
"Megascops atricapilla",0.489785136105858,"Santini et al. (2023, GEB)"
"Archboldia papuensis",1.06587649904588,"Santini et al. (2023, GEB)"
"Anorrhinus austeni",0.269329785311862,"Santini et al. (2023, GEB)"
"Anorrhinus tickelli",0.555623893651711,"Santini et al. (2023, GEB)"
"Trichastoma tickelli",1.26015558380114,"Santini et al. (2023, GEB)"
"Trichastoma buettikoferi",1.67745774869514,"Santini et al. (2023, GEB)"
"Myiobius barbatus",0.964935471869353,"Santini et al. (2023, GEB)"
"Progne modesta",1.71638699480461,"Santini et al. (2023, GEB)"
"Buteo archeri",0.466761258973075,"Santini et al. (2023, GEB)"
"Molothrus aeneus",0.864165010913895,"Santini et al. (2023, GEB)"
"Otus thilohoffmanni",1.34123797514535,"Santini et al. (2023, GEB)"
"Otus collari",1.07523450479482,"Santini et al. (2023, GEB)"
"Phylloscopus yunnanensis",0.859330373554944,"Santini et al. (2023, GEB)"
"Gallirallus calayanensis",0.547803613755135,"Santini et al. (2023, GEB)"
"Bradypterus alishanensis",1.09974839739261,"Santini et al. (2023, GEB)"
"Nisaetus cirrhatus",0.0479691075631837,"Santini et al. (2023, GEB)"
"Nisaetus floris",0.258499437032965,"Santini et al. (2023, GEB)"
"Loriculus amabilis",1.26584367843524,"Santini et al. (2023, GEB)"
"Loriculus sclateri",1.39068574587826,"Santini et al. (2023, GEB)"
"Aethopyga bella",1.37164890537022,"Santini et al. (2023, GEB)"
"Amaurornis magnirostris",0.826160194252621,"Santini et al. (2023, GEB)"
"Amytornis merrotsyi",2.01615090969435,"Santini et al. (2023, GEB)"
"Arborophila rolli",1.36048094182577,"Santini et al. (2023, GEB)"
"Bradypterus davidi",0.937085464869416,"Santini et al. (2023, GEB)"
"Chloropsis jerdoni",1.38965445033472,"Santini et al. (2023, GEB)"
"Chloropsis kinabaluensis",1.39758241490585,"Santini et al. (2023, GEB)"
"Chloropsis media",1.68475904945466,"Santini et al. (2023, GEB)"
"Corvus edithae",0.560470051434773,"Santini et al. (2023, GEB)"
"Cursorius somalensis",0.726924727400286,"Santini et al. (2023, GEB)"
"Megapodius tenimberensis",0.608328020799189,"Santini et al. (2023, GEB)"
"Mirafra affinis",1.59551704817275,"Santini et al. (2023, GEB)"
"Mirafra microptera",1.32577415624124,"Santini et al. (2023, GEB)"
"Orthonyx novaeguineae",1.30538744466114,"Santini et al. (2023, GEB)"
"Otus mayottensis",1.43804464750973,"Santini et al. (2023, GEB)"
"Phasianus versicolor",0.292999219699167,"Santini et al. (2023, GEB)"
"Phylloscopus kansuensis",0.799070679401245,"Santini et al. (2023, GEB)"
"Pitta ussheri",1.08793405669683,"Santini et al. (2023, GEB)"
"Seicercus omeiensis",0.931551071434111,"Santini et al. (2023, GEB)"
"Seicercus soror",0.919658104638827,"Santini et al. (2023, GEB)"
"Seicercus tephrocephalus",0.864669888051215,"Santini et al. (2023, GEB)"
"Seicercus valentini",0.927536589330277,"Santini et al. (2023, GEB)"
"Seicercus whistleri",1.11314625898905,"Santini et al. (2023, GEB)"
"Vidua camerunensis",1.20413278256667,"Santini et al. (2023, GEB)"
"Vidua nigeriae",0.650538487204811,"Santini et al. (2023, GEB)"
"Zosterops stalkeri",1.6767167502742,"Santini et al. (2023, GEB)"
"Phylloscopus forresti",1.09400779880577,"Santini et al. (2023, GEB)"
"Ninox burhani",0.914215335928876,"Santini et al. (2023, GEB)"
"Caprimulgus meesi",1.16809912528571,"Santini et al. (2023, GEB)"
"Serinus flavivertex",1.58522230064563,"Santini et al. (2023, GEB)"
"Zoothera leucolaema",1.54953988113998,"Santini et al. (2023, GEB)"
"Zoothera mendeni",1.50283832776862,"Santini et al. (2023, GEB)"
"Myophonus castaneus",1.59642098092428,"Santini et al. (2023, GEB)"
"Myophonus borneensis",1.35625043778846,"Santini et al. (2023, GEB)"
"Chaetura meridionalis",0.816957732120058,"Santini et al. (2023, GEB)"
"Glaucidium mooreorum",0.603955034969218,"Santini et al. (2023, GEB)"
"Hemitriccus griseipectus",0.736964274542381,"Santini et al. (2023, GEB)"
"Henicorhina negreti",1.53132248172501,"Santini et al. (2023, GEB)"
"Inezia caudata",0.944668853198463,"Santini et al. (2023, GEB)"
"Lepidocolaptes lacrymiger",1.21949209494646,"Santini et al. (2023, GEB)"
"Myrmeciza castanea",1.24114737510493,"Santini et al. (2023, GEB)"
"Myrmotherula multostriata",0.832611481319674,"Santini et al. (2023, GEB)"
"Notharchus swainsoni",0.571988343448041,"Santini et al. (2023, GEB)"
"Phaethornis atrimentalis",1.42994118295714,"Santini et al. (2023, GEB)"
"Pseudoseisura unirufa",0.703945175292581,"Santini et al. (2023, GEB)"
"Rhynchotus maculicollis",0.74069003823287,"Santini et al. (2023, GEB)"
"Scytalopus affinis",1.55449607476418,"Santini et al. (2023, GEB)"
"Scytalopus altirostris",1.51331464692397,"Santini et al. (2023, GEB)"
"Scytalopus micropterus",1.32578977255159,"Santini et al. (2023, GEB)"
"Scytalopus parkeri",1.44515675568451,"Santini et al. (2023, GEB)"
"Scytalopus robbinsi",1.56522511367887,"Santini et al. (2023, GEB)"
"Scytalopus urubambae",1.42316940636862,"Santini et al. (2023, GEB)"
"Scytalopus zimmeri",1.1020176262636,"Santini et al. (2023, GEB)"
"Strix chacoensis",0.319942388150586,"Santini et al. (2023, GEB)"
"Tachycineta stolzmanni",1.66461298794475,"Santini et al. (2023, GEB)"
"Thamnophilus ambiguus",0.771599469176834,"Santini et al. (2023, GEB)"
"Thamnophilus divisorius",1.19479530568604,"Santini et al. (2023, GEB)"
